59623	44
0	ROOT
1	nsubj
2	det
3	amod
4	prep
5	pobj
6	advmod
7	xcomp
8	dobj
9	rcmod
10	nsubjpass
11	auxpass
12	poss
13	dep
14	mark
15	nn
16	ccomp
17	appos
18	cop
19	cc
20	conj
21	aux
22	neg
23	prt
24	vmod
25	discourse
26	expl
27	tmod
28	advcl
29	pcomp
30	num
31	npadvmod
32	parataxis
33	possessive
34	csubj
35	iobj
36	predet
37	acomp
38	preconj
39	number
40	quantmod
41	mwe
42	csubjpass
43	punct
31218	offends	18
31219	despondingly	18
31220	reinstated	18
31221	sheehan	18
31222	slaving	18
31223	scheherazade	18
31224	cavil	18
31225	fir-trees	18
31226	coldwater	18
31227	reprimanded	18
31228	nab	18
31229	hecate	18
31230	fenn	18
31231	taluta	18
31232	modifications	18
31233	court-martial	18
31234	honore	18
31235	offensively	18
31236	bridling	18
31237	8vo	18
31238	competing	18
31239	summarily	18
31240	lightsome	18
31241	palm-trees	18
31242	inexpensive	18
31243	loftiness	18
31244	fire-light	18
31245	anonym	18
31246	unloved	18
31247	boun	18
31248	savin	18
31249	bagatelle	18
31250	deadliest	18
31251	rivulets	18
31252	inconsequent	18
31253	insubordination	18
31254	watauga	18
31255	flaunt	18
31256	bucolic	18
31257	alliances	18
31258	freda	18
31259	pucker	18
31260	props	18
31261	demagogue	18
31262	doomsday	18
31263	brookes	18
31264	silliest	18
31265	unpremeditated	18
31266	tinman	18
31267	lxxvii	18
31268	catholicism	18
31269	chorused	18
31270	skiffs	18
31271	grandsons	18
31272	glorify	18
31273	favoring	18
31274	riderless	18
31275	grassdale	18
31276	spinach	18
31277	wrong-doing	18
31278	tensed	18
31279	inopportune	18
31280	hothouse	18
31281	converge	18
31282	muzzles	18
31283	disowned	18
31284	ramifications	18
31285	distanced	18
31286	cloves	18
31287	reloaded	18
31288	inconsequence	18
31289	indisputably	18
31290	capability	18
31291	goopher	18
31292	fyter	18
31293	smalley	18
31294	servant-girl	18
31295	suds	18
31296	reeves	18
31297	stewing	18
31298	woodmen	18
31299	chiss	18
31300	affirming	18
31301	celestine	18
31302	olympiodorus	18
31303	landslide	18
31304	craves	18
31305	intimidate	18
31306	common-place	18
31307	tidying	18
31308	originating	18
31309	thawing	18
31310	birkebeins	18
31311	bloodhounds	18
31312	seryozha	18
31313	outfits	18
31314	reposes	18
31315	expounding	18
31316	blacken	18
31317	stad	18
31318	munificent	18
31319	propelling	18
31320	tuscany	18
31321	faints	18
31322	bimeby	18
31323	portier	18
31324	maimoune	18
31325	makeshift	18
31326	caw	18
31327	avars	18
31328	stepping-stones	18
31329	haddock	18
31330	dight	18
31331	colette	18
31332	wedges	18
31333	ennobled	18
31334	hogginarmo	18
31335	field-mouse	18
31336	marksmen	18
31337	manzo	18
31338	economize	18
31339	upstanding	18
31340	chic	18
31341	kadmiel	18
31342	gashes	18
31343	long-winded	18
31344	rostrum	18
31345	three-quarter	18
31346	validity	18
31347	dawns	18
31348	resound	18
31349	15,000	18
31350	??	18
31351	prohibit	18
31352	flay	18
31353	sulk	18
31354	encroaching	18
31355	cohort	18
31356	hoods	18
31357	quick-witted	18
31358	mistletoe	18
31359	pendants	18
31360	cut-off	18
31361	annotations	18
31362	inextricable	18
31363	winging	18
31364	maletroit	18
31365	necessitate	18
31366	hole-in-the-day	18
31367	revolts	18
31368	disks	18
31369	market-day	18
31370	nasta	18
31371	radiation	18
31372	fiacre	18
31373	unsubstantial	18
31374	319	18
31375	dress-maker	18
31376	shut-up	18
31377	napoleons	18
31378	misused	18
31379	glaum	18
31380	grat	18
31381	uninviting	18
31382	to-mar	18
31383	hayslope	18
31384	overhang	18
31385	billowing	18
31386	gnaws	18
31387	wallow	18
31388	praetor	18
31389	assimilate	18
31390	wipes	18
31391	skirmishing	18
31392	hillsides	18
31393	appetizing	18
31394	figure-head	18
31395	tacking	18
31396	mathematician	18
31397	emblazoned	18
31398	pedal	18
31399	palatial	18
31400	porker	18
31401	doesna	18
31402	strikers	18
31403	preferment	18
31404	hows	18
31405	zosim	18
31406	freshening	18
31407	vo	18
31408	methodism	18
31409	nuggets	18
31410	349	18
31411	socman	18
31412	discords	18
31413	chickweed	18
31414	exactitude	18
31415	blots	18
31416	coasted	18
31417	chronicler	18
31418	andersen	18
31419	mustachios	18
31420	commentator	18
31421	hermes	18
31422	wesley	18
31423	smythe	18
31424	poysers	18
31425	270	18
31426	misinterpreted	18
31427	lvi	18
31428	multifarious	18
31429	defray	18
31430	365	18
31431	forceps	18
31432	quince	18
31433	aureole	18
31434	wakening	18
31435	armstrongs	18
31436	forgives	18
31437	horizons	18
31438	avant	18
31439	wolfburgh	18
31440	waterford	18
31441	bridged	18
31442	examiner	18
31443	wonna	18
31444	quaintness	18
31445	dwelling-house	18
31446	doorman	18
31447	bow-string	18
31448	pleasantness	18
31449	grandsire	18
31450	reproducing	18
31451	biological	18
31452	yahoo	18
31453	pepper-box	18
31454	prideaux	18
31455	goldfish	18
31456	perches	18
31457	availing	18
31458	netted	18
31459	gautier	18
31460	circumvent	18
31461	high-school	18
31462	trespassed	18
31463	dempsey	18
31464	pavilionstone	18
31465	fascinations	18
31466	lonny	18
31467	offing	18
31468	tress	18
31469	thinning	18
31470	behindhand	18
31471	young-man	18
31472	phrixus	18
31473	amnesty	18
31474	maesia	18
31475	book-keeper	18
31476	a-piece	18
31477	treatises	18
31478	myths	18
31479	sceptically	18
31480	upsala	18
31481	1891	18
31482	427	18
31483	overcharged	18
31484	apprehending	18
31485	castile	18
31486	nasal	18
31487	propound	18
31488	semper	18
31489	cheque-book	18
31490	draupadi	18
31491	interviewing	18
31492	torquas	18
31493	solutions	18
31494	vevey	18
31495	boxers	18
31496	regrettable	18
31497	effete	18
31498	house-tops	18
31499	police-officer	18
31500	prevention	18
31501	wrenville	18
31502	enclosures	18
31503	l'afrique	18
31504	bevis	18
31505	bona	18
31506	box-office	18
31507	banknotes	18
31508	nakaeia	18
31509	edgewise	18
31510	church-tower	18
31511	homme	18
31512	ryerson	18
31513	opposites	18
31514	embroidering	18
31515	dimension	18
31516	smelling-bottle	18
31517	------	18
31518	all-absorbing	18
31519	adduced	18
31520	baptismal	18
31521	inverse	18
31522	phoenician	18
31523	clemens	18
31524	336	18
31525	warnefrid	18
31526	valderrama	18
31527	fetish	18
31528	individualism	18
31529	310	18
31530	skalds	18
31531	medicine-man	18
31532	donne	18
31533	gentile	18
31534	fixtures	18
31535	bindings	18
31536	gorbeau	18
31537	aziz	18
31538	jelinek	18
31539	drays	18
31540	fitz-adam	18
31541	jamtaland	18
31542	cetera	18
31543	degeneration	18
31544	forewarned	18
31545	twirl	18
31546	quaintest	18
31547	higham	18
31548	intake	18
31549	imputes	18
31550	bev	18
31551	huff	18
31552	abetted	18
31553	corker	18
31554	periodicals	18
31555	quare	18
31556	arbiter	18
31557	viii.	18
31558	propaganda	18
31559	progenitors	18
31560	unintelligent	18
31561	bohadin	18
31562	sinning	18
31563	gris	18
31564	lint	18
31565	mains	18
31566	outhouses	18
31567	hougomont	18
31568	photo	18
31569	descry	18
31570	enumeration	18
31571	anglais	18
31572	truls	18
31573	scintillating	18
31574	folk-lore	18
31575	pected	18
31576	childe	18
31577	foerster	18
31578	torchlight	18
31579	gilroy	18
31580	self-confident	18
31581	zoology	18
31582	colloquial	18
31583	mildewed	18
31584	preceptory	18
31585	trenchant	18
31586	humouring	18
31587	12,000	18
31588	power-house	18
31589	hlader	18
31590	jilted	18
31591	polytheism	18
31592	woodensconce	18
31593	caterpillars	18
31594	cleanness	18
31595	jarvis	18
31596	greediness	18
31597	high-born	18
31598	niger	18
31599	shag	18
31600	insurgent	18
31601	emmet	18
31602	fannin	18
31603	solemnities	18
31604	conciliation	18
31605	biddy	18
31606	343	18
31607	yare	18
31608	tarrying	18
31609	fractious	18
31610	brawn	18
31611	advisability	18
31612	disapprovingly	18
31613	ourself	18
31614	unpractical	18
31615	tepus	18
31616	plate-glass	18
31617	fused	18
31618	fantastical	18
31619	tournay	18
31620	craggy	18
31621	elspeth	18
31622	rim-rock	18
31623	369	18
31624	cascades	18
31625	whitaker	18
31626	biplane	18
31627	fastness	18
31628	vacillating	18
31629	primus	18
31630	sweeten	18
31631	willful	18
31632	lanrivain	18
31633	durance	18
31634	bitherstone	18
31635	trumpeted	18
31636	salamanca	18
31637	householders	18
31638	ignoramus	18
31639	vic	18
31640	edison	18
31641	scaliger	18
31642	cyzicus	18
31643	mwanga	18
31644	sparta	18
31645	bareness	18
31646	orbis	18
31647	slandered	18
31648	townsman	18
31649	iza	18
31650	importing	18
31651	toying	18
31652	waska	18
31653	thirlstone	18
31654	wutherspoon	18
31655	cranmer	18
31656	station-master	18
31657	coterie	18
31658	usurer	18
31659	compounds	18
31660	lag	18
31661	embalmed	18
31662	changeless	18
31663	confluence	18
31664	dilettante	18
31665	yokels	18
31666	porochial	18
31667	scandalised	18
31668	five-cent	18
31669	susceptibilities	18
31670	rouged	18
31671	oarsman	18
31672	hertz	18
31673	bunt	18
31674	innovations	18
31675	long-ship	18
31676	ducal	18
31677	truism	18
31678	urrea	18
31679	spindle	18
31680	guitars	18
31681	quincel	18
31682	chihuahua	18
31683	seasoning	18
31684	submits	18
31685	schimmel	18
31686	chere	18
31687	humbugs	18
31688	murdock	18
31689	eyelash	18
31690	yip	18
31691	fondle	18
31692	sensing	18
31693	pekin	18
31694	smoother	18
31695	depressions	18
31696	fulsome	18
31697	ryer	18
31698	monterey	18
31699	revoked	18
31700	boethius	18
31701	equatorial	18
31702	singin	18
31703	approximate	18
31704	constrain	18
31705	memento	18
31706	anabasis	18
31707	pembroke	18
31708	suspenders	18
31709	m.p.	18
31710	332	18
31711	1877	18
31712	1896	18
31713	wouldest	18
31714	sidon	18
31715	serried	18
31716	curfew	18
31717	likings	18
31718	long-bow	18
31719	quadrupeds	18
31720	furlough	18
31721	eatanswill	18
31722	anne-girl	18
31723	furlong	18
31724	district-attorney	18
31725	havana	18
31726	bouman	18
31727	outgrow	18
31728	offal	18
31729	harmful	18
31730	camarade	18
31731	udell	18
31732	congregations	18
31733	barque	18
31734	housekeepers	18
31735	obtains	18
31736	wholeheartedly	18
31737	magnanimously	18
31738	grafeld	18
31739	stoppages	18
31740	latter-day	18
31741	great-uncle	18
31742	reversal	18
31743	200,000	18
31744	chess-board	18
31745	reconnoiter	18
31746	foretaste	18
31747	lapels	18
31748	ecclesiastique	18
31749	erst	18
31750	excruciating	18
31751	poising	18
31752	solicitously	18
31753	faither	18
31754	cadby	18
31755	alienation	18
31756	girders	18
31757	niceness	18
31758	exaggerates	18
31759	waterman	18
31760	biatritz	18
31761	nicene	18
31762	yengeese	18
31763	sweedlepipe	18
31764	nominally	18
31765	drowsing	18
31766	conspiring	18
31767	veck	18
31768	disentangle	18
31769	curtailed	18
31770	championship	18
31771	fel	18
31772	tee	18
31773	civile	18
31774	dorsetshire	18
31775	adjoined	18
31776	threefold	18
31777	unctuous	18
31778	blurring	18
31779	santo	18
31780	permanency	18
31781	drinkin	18
31782	fere	18
31783	ruskin	18
31784	slaney	18
31785	cainy	18
31786	swishing	18
31787	gravestone	18
31788	julien	18
31789	chaucer	18
31790	devil-god	18
31791	hollyhocks	18
31792	two-dollar	18
31793	anglo-american	18
31794	bluffing	18
31795	wer	18
31796	undemonstrative	18
31797	sayeth	18
31798	bromine	18
31799	bickerings	18
31800	oxide	18
31801	platte	18
31802	juggernaut	18
31803	torrid	18
31804	camillo	18
31805	goldenrod	18
31806	sorghum	18
31807	caravans	18
31808	incautious	18
31809	pitchfork	18
31810	pestering	18
31811	1903	18
31812	mariana	18
31813	hard-headed	18
31814	trundling	18
31815	korus	18
31816	wottest	18
31817	octave	18
31818	problematical	18
31819	breasted	18
31820	vomited	18
31821	great-great-grandmother	18
31822	subsidence	18
31823	coronado	18
31824	parliaments	18
31825	irresponsibility	18
31826	gied	18
31827	groundwork	18
31828	espy	18
31829	upholding	18
31830	intimating	18
31831	meads	18
31832	six-leaved	18
31833	mither	18
31834	distressful	18
31835	naw	18
31836	ephemeral	18
31837	cher	18
31838	hasted	18
31839	duchesses	18
31840	gender	18
31841	stiffest	18
31842	preclude	18
31843	waterfalls	18
31844	ecclesiastics	18
31845	avaunt	18
31846	irritates	18
31847	hailstones	18
31848	poached	18
31849	sears	18
31850	edible	18
31851	lancet	18
31852	compensations	18
31853	kernels	18
31854	munitions	18
31855	armpits	18
31856	caster	18
31857	tin-soldier	18
31858	essences	18
31859	fattest	18
31860	adonis	18
31861	welter	18
31862	hogsheads	18
31863	paralleled	18
31864	bulletins	18
31865	dragoon	18
31866	romano	18
31867	carryin	18
31868	bunting	18
31869	cranium	18
31870	freshest	18
31871	emigrate	18
31872	bommaerts	18
31873	1814	18
31874	1878	18
31875	slurk	18
31876	mained	18
31877	traitorous	18
31878	dahlias	18
31879	hindoos	18
31880	amours	18
31881	unprofessional	18
31882	diagrams	18
31883	simpsons	18
31884	nunda	18
31885	depress	18
31886	worser	18
31887	somnambulist	18
31888	farival	18
31889	dry-house	18
31890	apricots	18
31891	boles	18
31892	mobs	18
31893	wordy	18
31894	mosque	18
31895	smugglers	18
31896	canvases	18
31897	lamartine	18
31898	pompadour	18
31899	obsequies	18
31900	hurdle	18
31901	felicia	18
31902	caligula	18
31903	sorrier	18
31904	relieves	18
31905	354	18
31906	freezes	18
31907	front-door	18
31908	flinty	18
31909	franchise	18
31910	cramming	18
31911	capri	18
31912	crony	18
31913	birdlike	18
31914	tackling	18
31915	300,000	18
31916	oho	18
31917	coercion	18
31918	264	18
31919	bairns	18
31920	jedge	18
31921	crashes	18
31922	commingled	18
31923	horse-power	18
31924	apricot	18
31925	regina	18
31926	loike	18
31927	embarkation	18
31928	toasting	18
31929	issueth	18
31930	discursive	18
31931	holm	18
31932	anchorite	18
31933	ously	18
31934	rearward	18
31935	pianos	18
31936	adherence	18
31937	prophetess	18
31938	sor	18
31939	evoke	18
31940	sea-breeze	18
31941	cannister	18
31942	attains	18
31943	vats	18
31944	wuk	18
31945	feathertop	18
31946	hireling	18
31947	doer	18
31948	yew-tree	18
31949	headgear	18
31950	assyrian	18
31951	motored	18
31952	slatternly	18
31953	inviolable	18
31954	habitues	18
31955	ambling	18
31956	unhinged	18
31957	tarred	18
31958	enervating	18
31959	gloomiest	18
31960	loos	18
31961	katie	18
31962	half-penny	18
31963	barrington	18
31964	primroses	18
31965	ladala	18
31966	iron-grey	18
31967	emir	18
31968	race-course	18
31969	questionings	18
31970	wishful	18
31971	reddy	18
31972	dooryard	18
31973	kara	18
31974	unscrewed	18
31975	stenographers	18
31976	wart	18
31977	propitiation	18
31978	blatant	18
31979	twenty-fourth	18
31980	woodpile	18
31981	futures	18
31982	bertrams	18
31983	book-shop	18
31984	frog-men	18
31985	self-respecting	18
31986	hummock	18
31987	death-like	18
31988	femininity	18
31989	eumenius	18
31990	gascony	18
31991	pictorial	18
31992	alphonso	18
31993	guarantees	18
31994	likelier	18
31995	causeless	18
31996	designedly	18
31997	seasick	18
31998	go-bu-balu	18
31999	enshrined	18
32000	babylonian	18
32001	telephoning	18
32002	club-house	18
32003	luscinda	18
32004	islander	18
32005	propagation	18
32006	extirpated	18
32007	superintendence	18
32008	inauspicious	18
32009	carousing	18
32010	dob	18
32011	435	18
32012	irrecoverably	18
32013	blinky	18
32014	tavernier	18
32015	dog-fighting	18
32016	propitiatory	18
32017	etchings	18
32018	casing	18
32019	rioted	18
32020	rudest	18
32021	elite	18
32022	tithe	18
32023	illicit	18
32024	seigneur	18
32025	beethoven	18
32026	lon	18
32027	re-appeared	18
32028	spottletoe	18
32029	madras	18
32030	doorsteps	18
32031	mid-afternoon	18
32032	lacquey	18
32033	unlit	17
32034	nisibis	17
32035	recognisable	17
32036	substitutes	17
32037	merry-go-round	17
32038	attackers	17
32039	peloponnesus	17
32040	gautet	17
32041	440	17
32042	corinth	17
32043	oxus	17
32044	buildin	17
32045	step-son	17
32046	beverley	17
32047	nantasket	17
32048	badges	17
32049	verbatim	17
32050	card-tables	17
32051	close-cropped	17
32052	antiquary	17
32053	messy	17
32054	curlew	17
32055	pharmacy	17
32056	thot	17
32057	rien	17
32058	vrai	17
32059	gouvernail	17
32060	great-grandmother	17
32061	piccola	17
32062	crate	17
32063	cannonade	17
32064	entitles	17
32065	tight-fitting	17
32066	nan-tauach	17
32067	clar	17
32068	frontage	17
32069	senatus	17
32070	chrysalis	17
32071	treves	17
32072	paloma	17
32073	housebreaker	17
32074	peek	17
32075	rove	17
32076	mariequita	17
32077	sixes	17
32078	vowing	17
32079	repining	17
32080	cross-bow	17
32081	fenner	17
32082	garcon	17
32083	pancakes	17
32084	fischer	17
32085	strollers	17
32086	mulross	17
32087	bawn	17
32088	landing-stage	17
32089	rain-water	17
32090	fighting-men	17
32091	dethroned	17
32092	dearth	17
32093	iota	17
32094	nestorius	17
32095	serbia	17
32096	revise	17
32097	viiith	17
32098	snappishly	17
32099	pruning	17
32100	leonce	17
32101	faring	17
32102	blockhead-hans	17
32103	nineveh	17
32104	edified	17
32105	chelius	17
32106	looping	17
32107	elphinstone	17
32108	prune	17
32109	pale-blue	17
32110	viciousness	17
32111	open-handed	17
32112	wild-fowl	17
32113	cottons	17
32114	round-eyed	17
32115	227	17
32116	pulsation	17
32117	loneliest	17
32118	talkee	17
32119	jackass	17
32120	authorised	17
32121	glaspell	17
32122	nevermore	17
32123	jabez	17
32124	punctuation	17
32125	connoisseurs	17
32126	ingratiate	17
32127	pansies	17
32128	vich	17
32129	ipswich	17
32130	gazer	17
32131	unbuckled	17
32132	neuralgia	17
32133	baldness	17
32134	480	17
32135	quota	17
32136	satins	17
32137	a-laughing	17
32138	proprietary	17
32139	dolt	17
32140	baritone	17
32141	vadnie	17
32142	donatus	17
32143	belgrade	17
32144	unencumbered	17
32145	bevy	17
32146	guerdon	17
32147	calibree	17
32148	timbered	17
32149	browse	17
32150	confers	17
32151	yips	17
32152	rotund	17
32153	fizz	17
32154	tree-trunks	17
32155	gentlefolk	17
32156	southwestern	17
32157	nuff	17
32158	416	17
32159	hags	17
32160	widdy	17
32161	flavoured	17
32162	generate	17
32163	tribesmen	17
32164	hassebu	17
32165	meddlesome	17
32166	flaccid	17
32167	sagebrush	17
32168	ungraciously	17
32169	unoffending	17
32170	unfurled	17
32171	cylindrical	17
32172	leopards	17
32173	wind-blown	17
32174	blefuscu	17
32175	frigidly	17
32176	sopha	17
32177	anatolia	17
32178	hollanders	17
32179	cudgels	17
32180	tarag	17
32181	nabbed	17
32182	yolks	17
32183	demoiselle	17
32184	well-ordered	17
32185	romantically	17
32186	diners	17
32187	roles	17
32188	presidency	17
32189	waur	17
32190	whore	17
32191	conscience-stricken	17
32192	pisa	17
32193	hyaenodon	17
32194	presto	17
32195	absolve	17
32196	anson	17
32197	gradinger	17
32198	marshals	17
32199	life-giving	17
32200	hypnotism	17
32201	long-forgotten	17
32202	drowsed	17
32203	loker	17
32204	nags	17
32205	touchstone	17
32206	leathers	17
32207	sites	17
32208	ni	17
32209	phunky	17
32210	muscled	17
32211	keen-eyed	17
32212	flounces	17
32213	gaius	17
32214	irreverence	17
32215	lviii	17
32216	1852	17
32217	burgoyne	17
32218	avay	17
32219	filched	17
32220	dodwell	17
32221	shoulder-blade	17
32222	participated	17
32223	footed	17
32224	medora	17
32225	remusat	17
32226	disembodied	17
32227	polston	17
32228	duo	17
32229	downhearted	17
32230	slaughters	17
32231	princesse	17
32232	well-defined	17
32233	venning	17
32234	detrimental	17
32235	doggie	17
32236	brightens	17
32237	nic	17
32238	joliet	17
32239	zeno	17
32240	campaigning	17
32241	goldberg	17
32242	rak	17
32243	rebuilding	17
32244	senatorial	17
32245	adage	17
32246	titbull	17
32247	distempered	17
32248	infringed	17
32249	pancake	17
32250	life-time	17
32251	euclid	17
32252	mingotts	17
32253	lobbs	17
32254	guileful	17
32255	bahman	17
32256	fortier	17
32257	patent-leather	17
32258	dry-eyed	17
32259	imitates	17
32260	bibliotheca	17
32261	marzavan	17
32262	elliotts	17
32263	carefulness	17
32264	measureless	17
32265	stetson	17
32266	battle-cry	17
32267	waterbrook	17
32268	surnames	17
32269	busting	17
32270	fruition	17
32271	invents	17
32272	archimedes	17
32273	apertures	17
32274	avonmouth	17
32275	nonchalant	17
32276	velly	17
32277	install	17
32278	perspectives	17
32279	six-and-twenty	17
32280	dominus	17
32281	kirsch	17
32282	non-committal	17
32283	pubsey	17
32284	rannveig	17
32285	daub	17
32286	onlooker	17
32287	shropshire	17
32288	restores	17
32289	baseless	17
32290	afeerd	17
32291	metaphorically	17
32292	followeth	17
32293	casque	17
32294	dodd	17
32295	punic	17
32296	veneerings	17
32297	honeyed	17
32298	coarsest	17
32299	unaffectedly	17
32300	natcherally	17
32301	eventide	17
32302	long-handled	17
32303	peacemaker	17
32304	ques	17
32305	ascendancy	17
32306	colonna	17
32307	dago	17
32308	nativity	17
32309	kidd	17
32310	erchie	17
32311	mawmsey	17
32312	stepdaughter	17
32313	fulham	17
32314	dagley	17
32315	looting	17
32316	vallejo	17
32317	pitiably	17
32318	virtuously	17
32319	blynn	17
32320	---------------------------------------------------------------	17
32321	matson	17
32322	virulence	17
32323	defines	17
32324	patronised	17
32325	veula	17
32326	conclave	17
32327	sprague	17
32328	reduces	17
32329	confidingly	17
32330	hearin	17
32331	jadar	17
32332	certificates	17
32333	superadded	17
32334	rhoecus	17
32335	inquisitor	17
32336	child-wife	17
32337	extravagances	17
32338	paternity	17
32339	hallmund	17
32340	moles	17
32341	kjartan	17
32342	incoherence	17
32343	rafferty	17
32344	dabble	17
32345	fire-escape	17
32346	slighting	17
32347	diferent	17
32348	compactly	17
32349	confectioner	17
32350	cogitations	17
32351	1837	17
32352	clinton	17
32353	pealing	17
32354	abusive	17
32355	usurp	17
32356	extraneous	17
32357	undismayed	17
32358	daubs	17
32359	sweetened	17
32360	enactments	17
32361	codfish	17
32362	trivialities	17
32363	carrasco	17
32364	gregg	17
32365	speculatively	17
32366	skull-cap	17
32367	disporting	17
32368	pantrey	17
32369	wath	17
32370	boanerges	17
32371	unofficial	17
32372	all-round	17
32373	policies	17
32374	mantles	17
32375	progenitor	17
32376	doff	17
32377	pratt	17
32378	antonina	17
32379	first-floor	17
32380	crockett	17
32381	molestation	17
32382	frisking	17
32383	mille	17
32384	318	17
32385	inauguration	17
32386	marin	17
32387	shareholders	17
32388	cornault	17
32389	339	17
32390	digs	17
32391	huckster	17
32392	serapis	17
32393	shortstop	17
32394	gas-lamps	17
32395	protestantism	17
32396	leaks	17
32397	expatiated	17
32398	mamertinus	17
32399	sunless	17
32400	pine-wood	17
32401	ryan	17
32402	near-sighted	17
32403	syvert	17
32404	xvth	17
32405	compilation	17
32406	dailies	17
32407	unquenchable	17
32408	surfeit	17
32409	connie	17
32410	holliday	17
32411	deerskin	17
32412	hushing	17
32413	gulliver	17
32414	despond	17
32415	eavesdropper	17
32416	angling	17
32417	strongholds	17
32418	mitre	17
32419	sluices	17
32420	vacuity	17
32421	creditably	17
32422	marden	17
32423	four-wheeler	17
32424	inordinately	17
32425	tauntingly	17
32426	doctored	17
32427	ernst	17
32428	philo	17
32429	presbyters	17
32430	inde	17
32431	fillip	17
32432	sprite	17
32433	wud	17
32434	lintel	17
32435	tregaron	17
32436	godolphin	17
32437	mausoleum	17
32438	puns	17
32439	agonising	17
32440	ransomed	17
32441	sojourned	17
32442	anaho	17
32443	sardinia	17
32444	oswif	17
32445	dandies	17
32446	well-well	17
32447	climber	17
32448	illustrating	17
32449	work-basket	17
32450	paradoxes	17
32451	tiptoes	17
32452	1893	17
32453	theatricals	17
32454	jumper	17
32455	self-assertion	17
32456	component	17
32457	providentially	17
32458	standard-bearer	17
32459	muffin	17
32460	holloway	17
32461	squads	17
32462	elephantine	17
32463	executors	17
32464	praefects	17
32465	elwell	17
32466	stationery	17
32467	fez	17
32468	teetering	17
32469	converged	17
32470	malefactors	17
32471	macconnell	17
32472	invasions	17
32473	epistol	17
32474	playwright	17
32475	mona	17
32476	church-bells	17
32477	unswerving	17
32478	mittwalden	17
32479	maledictions	17
32480	markfleet	17
32481	abiding-place	17
32482	blanks	17
32483	dy	17
32484	snow-shoes	17
32485	interrogations	17
32486	lunch-time	17
32487	blackmoor	17
32488	blower	17
32489	ushering	17
32490	389	17
32491	jurymen	17
32492	criticising	17
32493	rostron	17
32494	oak-tree	17
32495	hartman	17
32496	309	17
32497	introspection	17
32498	falesa	17
32499	watchfully	17
32500	cosily	17
32501	mixen	17
32502	shams	17
32503	357	17
32504	hyena-swine	17
32505	claquesous	17
32506	withes	17
32507	gesticulations	17
32508	thout	17
32509	busier	17
32510	radically	17
32511	plutarque	17
32512	utes	17
32513	illustrata	17
32514	good-byes	17
32515	testy	17
32516	watts	17
32517	lumber-room	17
32518	noun	17
32519	266	17
32520	importuned	17
32521	cardenio	17
32522	unappreciative	17
32523	1812	17
32524	forceful	17
32525	blood-money	17
32526	back-yard	17
32527	jehan	17
32528	filaments	17
32529	pathless	17
32530	hardiment	17
32531	fairy-tale	17
32532	jack-in-the-box	17
32533	frosting	17
32534	dirtiest	17
32535	destrier	17
32536	baptistine	17
32537	hovenden	17
32538	vociferous	17
32539	double-locked	17
32540	valois	17
32541	tenie	17
32542	caked	17
32543	3000	17
32544	flagg	17
32545	landsman	17
32546	chapmen	17
32547	broil	17
32548	jobling	17
32549	quagmire	17
32550	forges	17
32551	grotesques	17
32552	ley	17
32553	inkosi-kaas	17
32554	carbuncles	17
32555	requital	17
32556	indeterminate	17
32557	elysees	17
32558	propping	17
32559	pantaloon	17
32560	contemplates	17
32561	unconditional	17
32562	brachet	17
32563	self-complacency	17
32564	witchery	17
32565	whaler	17
32566	ingleside	17
32567	interiors	17
32568	joseus	17
32569	clearwater	17
32570	loiterers	17
32571	jack-knife	17
32572	histrionic	17
32573	assimilated	17
32574	implicated	17
32575	red-brick	17
32576	ronquerolles	17
32577	snooze	17
32578	pow	17
32579	bourne	17
32580	glinting	17
32581	second-class	17
32582	nothings	17
32583	gallipoli	17
32584	watchmaker	17
32585	lex	17
32586	waylay	17
32587	improperly	17
32588	clefts	17
32589	immunities	17
32590	gadding	17
32591	masthead	17
32592	yuther	17
32593	l10	17
32594	yorker	17
32595	plebeians	17
32596	ever-increasing	17
32597	bingham	17
32598	unbuttoning	17
32599	soundness	17
32600	dod	17
32601	school-boy	17
32602	kimble	17
32603	antipholus	17
32604	impeached	17
32605	luxmore	17
32606	lammeter	17
32607	challenges	17
32608	fastnesses	17
32609	semi-circle	17
32610	elongated	17
32611	propos	17
32612	sanctify	17
32613	jura	17
32614	pinkish	17
32615	specialists	17
32616	manitoshaw	17
32617	daffodils	17
32618	wass	17
32619	ivanovna	17
32620	petitioner	17
32621	hedgehog	17
32622	262	17
32623	leigh	17
32624	theologian	17
32625	blockade	17
32626	interchanging	17
32627	expostulations	17
32628	seventy-nine	17
32629	bate	17
32630	cogs	17
32631	semenovna	17
32632	stokers	17
32633	chatanna	17
32634	spanking	17
32635	underhanded	17
32636	lawfully	17
32637	pre-eminent	17
32638	soprano	17
32639	meaneth	17
32640	gorgio	17
32641	vodka	17
32642	nihilist	17
32643	preponderance	17
32644	criticized	17
32645	bookcases	17
32646	pestilential	17
32647	pheles	17
32648	agoin	17
32649	cut-throats	17
32650	topography	17
32651	spalding	17
32652	embroideries	17
32653	announcements	17
32654	disfigurement	17
32655	herdsman	17
32656	dry-goods	17
32657	transforming	17
32658	madhouse	17
32659	warrington	17
32660	triumphing	17
32661	dents	17
32662	napa	17
32663	unwisely	17
32664	sickle	17
32665	dundee	17
32666	rosenthall	17
32667	shirt-front	17
32668	half-brother	17
32669	dour	17
32670	bonus	17
32671	self-evident	17
32672	simpletons	17
32673	apple-woman	17
32674	1834	17
32675	wicks	17
