8159	44
0	ROOT
1	advcl
2	dep
3	cc
4	conj
5	poss
6	nn
7	prep
8	pobj
9	det
10	amod
11	nsubj
12	vmod
13	dobj
14	num
15	cop
16	tmod
17	parataxis
18	nsubjpass
19	auxpass
20	xcomp
21	rcmod
22	ccomp
23	possessive
24	advmod
25	aux
26	expl
27	mark
28	appos
29	neg
30	prt
31	discourse
32	pcomp
33	quantmod
34	number
35	npadvmod
36	csubj
37	iobj
38	predet
39	acomp
40	preconj
41	mwe
42	csubjpass
43	punct
3373	replaced	6
3374	concerning	6
3375	rescue	6
3376	flirting	6
3377	cash	6
3378	nevertheless	6
3379	sailed	6
3380	puzzling	6
3381	kindness	6
3382	wheel	6
3383	signed	6
3384	halfway	6
3385	services	6
3386	district	6
3387	addressing	6
3388	necessarily	6
3389	continue	6
3390	mud	6
3391	hissing	6
3392	sail	6
3393	neighborhood	6
3394	g.	6
3395	s.	6
3396	brothers	6
3397	highway	6
3398	arrested	6
3399	mob	6
3400	emergencies	6
3401	rebels	6
3402	cavern	6
3403	cable	6
3404	voyage	6
3405	recently	6
3406	encourage	6
3407	rubbing	6
3408	numbers	6
3409	trusted	6
3410	groups	6
3411	noble	6
3412	parts	6
3413	modestly	6
3414	wagon	6
3415	corruption	6
3416	calculated	6
3417	composed	6
3418	bits	6
3419	heels	6
3420	uncertain	6
3421	tear	6
3422	cheer	6
3423	killing	6
3424	joyously	6
3425	recover	6
3426	throwing	6
3427	happily	6
3428	balance	6
3429	comrade	6
3430	match	6
3431	wrench	6
3432	dying	6
3433	bugs	6
3434	awoke	6
3435	sleeper	6
3436	missed	6
3437	consulted	6
3438	agitated	6
3439	broom	6
3440	corners	6
3441	crime	6
3442	communicate	6
3443	freely	6
3444	resources	6
3445	wanting	6
3446	coward	6
3447	wisely	6
3448	pleases	6
3449	chose	6
3450	tells	6
3451	saturday	6
3452	smoothed	6
3453	boarders	6
3454	appealed	6
3455	abroad	6
3456	supported	6
3457	arrival	6
3458	reverse	6
3459	safer	6
3460	grin	6
3461	highest	6
3462	bulging	6
3463	noon	6
3464	exertion	6
3465	subtle	6
3466	lump	6
3467	canfield	6
3468	hollow	6
3469	description	6
3470	surrender	6
3471	parents	6
3472	misfortune	6
3473	gait	6
3474	bows	6
3475	shift	6
3476	coarse	6
3477	circle	6
3478	beaten	6
3479	vaguely	6
3480	mourning	6
3481	ha	6
3482	reasonable	6
3483	respected	6
3484	stirred	6
3485	perplexed	6
3486	pursuit	6
3487	telephoned	6
3488	introduced	6
3489	concern	6
3490	pains	6
3491	grasp	6
3492	princesses	6
3493	hundreds	6
3494	interposed	6
3495	clasped	6
3496	distant	6
3497	cries	6
3498	eggs	6
3499	misjudged	6
3500	prominent	6
3501	anythin	6
3502	concealing	6
3503	easiest	6
3504	seats	6
3505	wake	6
3506	tavern	6
3507	cautious	6
3508	frighten	6
3509	solid	6
3510	y	6
3511	amusement	6
3512	positively	6
3513	hearty	6
3514	flood	6
3515	float	6
3516	warning	6
3517	pitched	6
3518	emeralds	6
3519	apt	6
3520	appears	6
3521	sprung	6
3522	stalked	6
3523	final	6
3524	seventy	6
3525	horizon	6
3526	woodpile	6
3527	engines	6
3528	tossed	6
3529	grasped	6
3530	chopped	6
3531	notable	6
3532	expose	6
3533	congratulate	6
3534	patience	6
3535	shiver	6
3536	turns	6
3537	sayin	6
3538	gloom	6
3539	steed	6
3540	betray	6
3541	marx	6
3542	nails	6
3543	gay	6
3544	inevitable	6
3545	greater	6
3546	floating	6
3547	dreamed	6
3548	monsters	6
3549	remaining	6
3550	old-fashioned	6
3551	dazzling	6
3552	cowardly	6
3553	ambitious	6
3554	active	6
3555	argued	6
3556	defense	6
3557	traveler	6
3558	cow	6
3559	proclaimed	6
3560	smoking	6
3561	operation	6
3562	deliberately	6
3563	desired	6
3564	feminine	6
3565	cloudy	6
3566	foliage	6
3567	meantime	6
3568	asks	6
3569	sha	6
3570	yielding	6
3571	stale	6
3572	reminded	6
3573	far-away	6
3574	cooking	6
3575	volume	6
3576	hangings	6
3577	insist	6
3578	definite	6
3579	farewell	6
3580	merrily	6
3581	critically	6
3582	lightning	6
3583	pole	6
3584	impertinence	6
3585	thanked	6
3586	needle	6
3587	piazza	6
3588	joking	6
3589	reserve	6
3590	desert	6
3591	credit	6
3592	candid	6
3593	grim	6
3594	thickly	6
3595	cracked	6
3596	invite	6
3597	pin	6
3598	neatly	6
3599	obtained	6
3600	suggestions	6
3601	loan	6
3602	terribly	6
3603	leadership	6
3604	skillful	6
3605	sneered	6
3606	offended	6
3607	pretending	6
3608	lord	6
3609	showy	6
3610	covers	6
3611	establish	6
3612	humiliation	6
3613	fourteen	6
3614	bushes	6
3615	confirmed	6
3616	period	6
3617	halt	6
3618	boldly	6
3619	coolness	6
3620	disclosed	6
3621	blouse	6
3622	events	6
3623	indifference	6
3624	circumstance	6
3625	tie	6
3626	harry	6
3627	crooked	6
3628	chart	6
3629	frankness	6
3630	favored	6
3631	indulge	6
3632	widow	6
3633	flopping	6
3634	permanent	6
3635	logical	6
3636	strip	6
3637	liberal	6
3638	scoffed	6
3639	barred	6
3640	outrageous	6
3641	moss	6
3642	engagement	6
3643	launched	6
3644	rubbed	6
3645	approach	6
3646	disconcerting	6
3647	choking	6
3648	hai	6
3649	grieved	6
3650	countenance	6
3651	stumbled	6
3652	interfering	6
3653	chanced	6
3654	veins	6
3655	female	6
3656	occupants	6
3657	stream	6
3658	receiving	6
3659	expedition	6
3660	hovering	6
3661	specially	6
3662	expecting	6
3663	impressive	6
3664	reveal	6
3665	policeman	6
3666	feed	6
3667	mixed	6
3668	luminous	6
3669	gillikins	6
3670	offering	6
3671	attended	6
3672	fences	6
3673	increasing	6
3674	jewel	6
3675	assured	6
3676	provoked	6
3677	comprehend	6
3678	clerks	6
3679	consent	6
3680	doubled	6
3681	boyish	6
3682	x	6
3683	knot	6
3684	threat	6
3685	rings	6
3686	rammed	6
3687	beating	6
3688	monster	6
3689	twenty-five	6
3690	lawyers	6
3691	injunction	6
3692	correct	6
3693	official	6
3694	pretend	6
3695	absolute	6
3696	savagely	6
3697	builders	6
3698	visits	6
3699	eagert	6
3700	superb	6
3701	scowling	6
3702	proposal	6
3703	jersey	6
3704	published	6
3705	delay	6
3706	afterwards	6
3707	sneaking	6
3708	cities	6
3709	hailed	6
3710	truly	6
3711	punish	6
3712	wholesale	6
3713	motors	6
3714	darkness	6
3715	o'connor	6
3716	retired	6
3717	banks	6
3718	gettin	6
3719	withdraw	6
3720	dazedly	6
3721	block	6
3722	exception	6
3723	capitalist	6
3724	departure	6
3725	repeaters	6
3726	shows	6
3727	organized	6
3728	fasten	6
3729	spoiled	6
3730	relatives	6
3731	brazilian	6
3732	accent	6
3733	recognition	6
3734	stunned	6
3735	chill	6
3736	waist	6
3737	amusing	6
3738	modern	6
3739	branch	6
3740	whisper	6
3741	spirit	6
3742	temper	6
3743	brazilians	6
3744	cautioned	6
3745	unusually	5
3746	organization	5
3747	feeble	5
3748	whirling	5
3749	grey	5
3750	wearily	5
3751	self-control	5
3752	blush	5
3753	regards	5
3754	corrected	5
3755	treasure-seekers	5
3756	crimson	5
3757	newsboys	5
3758	appointed	5
3759	afloat	5
3760	ecstasy	5
3761	compared	5
3762	ramming	5
3763	blaine	5
3764	hedge	5
3765	trembled	5
3766	analysis	5
3767	unobserved	5
3768	faithfully	5
3769	clumsy	5
3770	bees	5
3771	bunch	5
3772	wretched	5
3773	damages	5
3774	elect	5
3775	adventurer	5
3776	harbor	5
3777	redeem	5
3778	buoyant	5
3779	seizing	5
3780	uncertainly	5
3781	smell	5
3782	actual	5
3783	develop	5
3784	readiness	5
3785	clung	5
3786	resist	5
3787	furious	5
3788	pines	5
3789	encouraged	5
3790	urging	5
3791	promises	5
3792	delivered	5
3793	cronies	5
3794	committee	5
3795	spoils	5
3796	unfamiliar	5
3797	knotty	5
3798	court-martial	5
3799	commission	5
3800	skies	5
3801	formal	5
3802	lean	5
3803	incarnation	5
3804	author	5
3805	awaken	5
3806	container	5
3807	miniature	5
3808	fooling	5
3809	demurred	5
3810	confused	5
3811	natives	5
3812	ere	5
3813	dismayed	5
3814	rarely	5
3815	proofs	5
3816	wiped	5
3817	painfully	5
3818	pete	5
3819	especial	5
3820	despondent	5
3821	chiefly	5
3822	addition	5
3823	steep	5
3824	criticism	5
3825	trapped	5
3826	injury	5
3827	figures	5
3828	messenger	5
3829	mount	5
3830	proves	5
3831	cheerily	5
3832	horrid	5
3833	dodgers	5
3834	prison	5
3835	heavily	5
3836	shops	5
3837	caution	5
3838	finest	5
3839	irritate	5
3840	bowl	5
3841	addison	5
3842	privately	5
3843	eccentric	5
3844	bands	5
3845	compliments	5
3846	protest	5
3847	outright	5
3848	rational	5
3849	villages	5
3850	resolutely	5
3851	juliette	5
3852	gathering	5
3853	nominated	5
3854	apologize	5
3855	consulting	5
3856	loving	5
3857	mischievous	5
3858	speaker	5
3859	buildings	5
3860	shallow	5
3861	airs	5
3862	ransom	5
3863	cigarette	5
3864	obedient	5
3865	threatening	5
3866	weapons	5
3867	plum	5
3868	fourteenth	5
3869	lawns	5
3870	flock	5
3871	whitman	5
3872	remainder	5
3873	rotten	5
3874	generosity	5
3875	newton	5
3876	gage	5
3877	pattern	5
3878	assumed	5
3879	longing	5
3880	brand	5
3881	englishman	5
3882	henchmen	5
3883	evidence	5
3884	curtly	5
3885	rattled	5
3886	bridle	5
3887	chum	5
3888	hay	5
3889	straightened	5
3890	inherited	5
3891	heaved	5
3892	families	5
3893	distinctly	5
3894	gleam	5
3895	strides	5
3896	doughnuts	5
3897	profitable	5
3898	audacity	5
3899	pastoria	5
3900	displayed	5
3901	affected	5
3902	entry	5
3903	rivals	5
3904	tubes	5
3905	breakers	5
3906	lizzie	5
3907	skill	5
3908	burned	5
3909	tenements	5
3910	jump	5
3911	vision	5
3912	travels	5
3913	needy	5
3914	glancing	5
3915	earlier	5
3916	nightshirt	5
3917	wasted	5
3918	yonder	5
3919	crowding	5
3920	robbing	5
3921	m.	5
3922	yellow-white	5
3923	dismissed	5
3924	whim	5
3925	astonishing	5
3926	cynical	5
3927	debated	5
3928	receiver	5
3929	prince	5
3930	proportion	5
3931	borne	5
3932	punished	5
3933	companionship	5
3934	selecting	5
3935	hm-m	5
3936	studied	5
3937	twenty-one	5
3938	writer	5
3939	conflict	5
3940	infatuation	5
3941	slavery	5
3942	walks	5
3943	appeals	5
3944	methods	5
3945	sentiment	5
3946	downward	5
3947	insulting	5
3948	currents	5
3949	competition	5
3950	jamb	5
3951	release	5
3952	accustomed	5
3953	landlord	5
3954	trace	5
3955	prices	5
3956	helmet	5
3957	hoeing	5
3958	arrive	5
3959	alban	5
3960	troubles	5
3961	no.	5
3962	university	5
3963	tony	5
3964	blowing	5
3965	knots	5
3966	allowing	5
3967	departed	5
3968	students	5
3969	shaken	5
3970	driveway	5
3971	furniture	5
3972	glowing	5
3973	whence	5
3974	director	5
3975	whistling	5
3976	footsteps	5
3977	intently	5
3978	ma	5
3979	striking	5
3980	gloves	5
3981	endeavor	5
3982	slave	5
3983	unnoticed	5
3984	desperately	5
3985	arts	5
3986	constantly	5
3987	fascinated	5
3988	station	5
3989	frame	5
3990	sneaked	5
3991	disclose	5
3992	musingly	5
3993	occasional	5
3994	bargain	5
3995	rifles	5
3996	ix	5
3997	slums	5
3998	caldwell	5
3999	brightened	5
4000	exhibition	5
4001	mercy	5
4002	fairy	5
4003	judged	5
4004	occur	5
4005	hire	5
4006	activity	5
4007	repeat	5
4008	wrought	5
4009	slide	5
4010	declare	5
4011	whirl	5
4012	attitude	5
4013	airtight	5
4014	iii	5
4015	fetch	5
4016	deserve	5
4017	persistent	5
4018	sadness	5
4019	hiding	5
4020	luckily	5
4021	positions	5
4022	coffee	5
4023	charity	5
4024	demurely	5
4025	overjoyed	5
4026	considering	5
4027	askin	5
4028	audience	5
4029	pictured	5
4030	onto	5
4031	routine	5
4032	washing	5
4033	radiant	5
4034	boston	5
4035	diffidently	5
4036	crowds	5
4037	schemes	5
4038	mite	5
4039	rigid	5
4040	fashioned	5
4041	investigate	5
4042	wit	5
4043	vii	5
4044	ear	5
4045	bold	5
4046	uncanny	5
4047	swim	5
4048	yourselves	5
4049	hated	5
4050	careless	5
4051	hurricane	5
4052	theirs	5
4053	metal	5
4054	hotly	5
4055	extra	5
4056	openly	5
4057	created	5
4058	minded	5
4059	foreclose	5
4060	peaceful	5
4061	awake	5
4062	trips	5
4063	mentally	5
4064	department	5
4065	edges	5
4066	deliver	5
4067	contrast	5
4068	indifferently	5
4069	editorial	5
4070	snob	5
4071	contact	5
4072	aversion	5
4073	method	5
4074	explore	5
4075	malicious	5
4076	climbing	5
4077	disabled	5
4078	frightful	5
4079	attending	5
4080	outide	5
4081	propulsion	5
4082	interruption	5
4083	destined	5
4084	owns	5
4085	ferryman	5
4086	loses	5
4087	dock	5
4088	remarkably	5
4089	delicious	5
4090	perched	5
4091	appearing	5
4092	brick	5
4093	immensely	5
4094	whir	5
4095	crawling	5
4096	eleven	5
4097	development	5
4098	warrant	5
4099	butterfly	5
4100	stretch	5
4101	thefts	5
4102	rounded	5
4103	idlers	5
4104	stake	5
4105	exist	5
4106	turrible	5
4107	laying	5
4108	production	5
4109	worship	5
4110	anchored	5
4111	attentively	5
4112	wherewith	5
4113	stirring	5
4114	cordial	5
4115	dishonesty	5
4116	plausible	5
4117	admission	5
4118	humbly	5
4119	accidentally	5
4120	wives	5
4121	wrapped	5
4122	romantic	5
4123	awfully	5
4124	moods	5
4125	overcome	5
4126	consequence	5
4127	mocked	5
4128	nickel	5
4129	paris	5
4130	crows	5
4131	wash	5
4132	suppressed	5
4133	keys	5
4134	dripping	5
4135	unnatural	5
4136	cossack	5
4137	contemptuously	5
4138	wrecked	5
4139	merchants	5
4140	whistled	5
4141	soliloquized	5
4142	snatched	5
4143	successfully	5
4144	responsible	5
4145	vi	5
4146	refusal	5
4147	noting	5
4148	balloon	5
4149	storage	5
4150	expects	5
4151	lessons	5
4152	leap	5
4153	apartment	5
4154	arguments	5
4155	gaily	5
4156	jar	5
4157	shabby	5
4158	lip	5
4159	comparatively	5
4160	glare	5
4161	relentless	5
4162	terrific	5
4163	span	5
4164	controlled	5
4165	violently	5
4166	blamed	5
4167	comparison	5
4168	compliment	5
4169	sale	5
4170	discussing	5
4171	exaggerated	5
4172	iv	5
4173	bobbing	5
4174	speedy	5
4175	selves	5
4176	considerate	5
4177	novels	5
4178	trot	5
4179	jesus	5
4180	mockingly	5
4181	experienced	5
4182	plant	5
4183	viii	5
4184	refined	5
4185	forms	5
4186	brushed	5
4187	buying	5
4188	loves	5
4189	holy	5
4190	unite	5
4191	blossoms	5
4192	descent	5
4193	insure	5
4194	hereafter	5
4195	lies	5
4196	compressed	5
4197	wrongs	5
4198	trials	5
4199	comments	5
4200	perplexity	5
4201	doin	5
4202	jumping	5
4203	glances	5
4204	pressing	5
4205	ii	5
4206	tiresome	5
4207	confession	5
4208	glaring	5
4209	daybreak	5
4210	avoided	5
4211	judgment	5
4212	gleefully	5
4213	acknowledged	5
4214	jew	5
4215	blunt	5
4216	lap	5
4217	connection	5
4218	elements	5
4219	appreciated	5
4220	wandering	5
4221	furiously	5
4222	handsomely	5
4223	oblige	5
4224	upper-class	5
4225	flimsy	5
4226	indicates	5
4227	dynamos	5
4228	crayon	5
4229	tenderly	5
4230	adding	5
4231	reflecting	5
4232	glorious	5
4233	laughingly	5
4234	measured	5
4235	sane	5
4236	shivered	5
4237	feebly	5
4238	ass	5
4239	grown-up	5
4240	cheese	5
4241	inserted	5
4242	squarely	5
4243	sob	5
4244	dim	5
4245	model	4
4246	inexperienced	4
4247	diamonds	4
4248	engraved	4
4249	supplied	4
4250	pepper	4
4251	struggled	4
4252	drops	4
4253	thomas	4
4254	irresistible	4
4255	crashing	4
4256	staggered	4
4257	encouraging	4
4258	counts	4
4259	debt	4
4260	clasping	4
4261	operate	4
4262	pulse	4
4263	artist	4
4264	unfit	4
4265	inviting	4
4266	latterly	4
4267	childhood	4
4268	occupation	4
4269	warmly	4
4270	repaired	4
4271	refusing	4
4272	swaying	4
4273	laboring	4
4274	despairing	4
4275	combined	4
4276	breathing	4
4277	depended	4
4278	stooped	4
4279	feature	4
4280	shooting	4
4281	russian	4
4282	high-minded	4
4283	tube	4
4284	source	4
4285	genuinely	4
4286	troublesome	4
4287	drivers	4
4288	checked	4
4289	prospect	4
4290	pinned	4
4291	male	4
4292	compass	4
4293	knelt	4
4294	indulged	4
4295	luxurious	4
4296	blackest	4
4297	stoop	4
4298	housed	4
4299	guarded	4
4300	xv	4
4301	manual	4
4302	cards	4
4303	steam	4
4304	pray	4
4305	pages	4
4306	dragged	4
4307	sewing	4
4308	outburst	4
4309	mildly	4
4310	speeches	4
4311	thumb	4
4312	exultation	4
4313	pitiful	4
4314	acts	4
4315	mail	4
4316	forever	4
4317	harbinger	4
4318	attempted	4
4319	assuming	4
4320	dragging	4
4321	waistcoat	4
4322	potent	4
4323	munchkins	4
4324	thursday	4
4325	proceed	4
4326	ails	4
4327	patent	4
4328	renew	4
4329	adopt	4
4330	falconer	4
4331	elections	4
4332	deflecting	4
4333	formidable	4
4334	roots	4
4335	smash	4
4336	swam	4
4337	beckoning	4
4338	manufactured	4
4339	morton	4
4340	robber	4
4341	coloring	4
4342	intentions	4
4343	pear	4
4344	quarters	4
4345	writes	4
4346	tree-tops	4
4347	veiled	4
4348	disgusted	4
4349	roving	4
4350	deserved	4
4351	defeated	4
4352	additional	4
4353	nape	4
4354	loath	4
4355	compartment	4
4356	embrace	4
4357	exposed	4
4358	disposition	4
4359	estimate	4
4360	wanderings	4
4361	respectfully	4
4362	denounced	4
4363	harp	4
4364	polling	4
4365	bottle	4
4366	intruding	4
4367	retort	4
4368	highroad	4
4369	determinedly	4
4370	experiment	4
4371	outrage	4
4372	wilderness	4
4373	swimming	4
4374	invented	4
4375	boil	4
4376	shortly	4
4377	thorough	4
4378	disgust	4
4379	surrounding	4
4380	available	4
4381	triumphantly	4
4382	enormous	4
4383	sympathetically	4
4384	sweetly	4
4385	infatuated	4
4386	prance	4
4387	yawned	4
4388	resent	4
4389	throws	4
4390	moments	4
4391	bail	4
4392	costs	4
4393	dorns	4
4394	finely	4
4395	sorcerer	4
4396	consternation	4
4397	remembering	4
4398	somber	4
4399	donned	4
4400	outer	4
4401	dictate	4
4402	patronizing	4
4403	dusting	4
4404	consult	4
4405	helmets	4
4406	organist	4
4407	reference	4
4408	organ	4
4409	vowed	4
4410	deemed	4
4411	committed	4
4412	miserly	4
4413	mill	4
4414	attacks	4
4415	justified	4
4416	shrewdness	4
4417	aye	4
4418	beamed	4
4419	napping	4
4420	eyebrows	4
4421	plot	4
4422	queried	4
4423	thunder	4
4424	brightly	4
4425	paula	4
4426	nuisance	4
4427	suspended	4
4428	stillness	4
4429	bone	4
4430	dignified	4
4431	presume	4
4432	factory	4
4433	persuade	4
4434	earnestness	4
4435	living-room	4
4436	preoccupied	4
4437	ample	4
4438	ernest	4
4439	songs	4
4440	tumbled	4
4441	professional	4
4442	brutal	4
4443	narrowly	4
4444	reception	4
4445	bulk	4
4446	cutting	4
4447	savings	4
4448	illumination	4
4449	wing	4
4450	audacious	4
4451	landlady	4
4452	regain	4
4453	hicks	4
4454	edition	4
4455	invalid	4
4456	imitation	4
4457	swing	4
4458	prevail	4
4459	beats	4
4460	wears	4
4461	objects	4
4462	preventing	4
4463	seaside	4
4464	switch	4
4465	avoiding	4
4466	lagoon	4
4467	provisions	4
4468	hats	4
4469	shore	4
4470	tendency	4
4471	assembly	4
4472	unattractive	4
4473	betrayed	4
4474	greenish	4
4475	heirs	4
4476	jury	4
4477	confederate	4
4478	stockings	4
4479	amiable	4
4480	scream	4
4481	penetrated	4
4482	declaration	4
4483	plea	4
4484	lacking	4
4485	tucked	4
4486	blew	4
4487	socially	4
4488	sundry	4
4489	satisfactorily	4
4490	respectability	4
4491	contribution	4
4492	harder	4
4493	descend	4
4494	bony	4
4495	sticks	4
4496	linen	4
4497	rejoicing	4
4498	interrupting	4
4499	sparkled	4
4500	dispose	4
4501	harmony	4
4502	xx	4
4503	plants	4
4504	differently	4
4505	pastimes	4
4506	grassy	4
4507	dummy	4
4508	charged	4
4509	biggest	4
4510	trifled	4
4511	associated	4
4512	singin	4
4513	amid	4
4514	whittled	4
4515	horribly	4
4516	kings	4
4517	crush	4
4518	guards	4
4519	flashes	4
4520	clearer	4
4521	testing	4
4522	seekers	4
4523	native	4
4524	absently	4
4525	stroll	4
4526	envious	4
4527	unfortunately	4
4528	regained	4
4529	difficulties	4
4530	mournfully	4
4531	violent	4
4532	tearing	4
4533	unconventional	4
4534	mild	4
4535	recollect	4
4536	hag	4
4537	sensitive	4
4538	yards	4
4539	disdainful	4
4540	bowing	4
4541	helplessly	4
4542	convincing	4
4543	guided	4
4544	harshly	4
4545	foundation	4
4546	secretly	4
4547	republicans	4
4548	timbers	4
4549	satisfying	4
4550	pegs	4
4551	jeweler	4
4552	quality	4
4553	tut	4
4554	draws	4
4555	resort	4
4556	tests	4
4557	palanquin	4
4558	forbidden	4
4559	gloomy	4
4560	approval	4
4561	nicely	4
4562	season	4
4563	eloquent	4
4564	jealousy	4
4565	inhabitants	4
4566	utter	4
4567	lemuel	4
4568	extensive	4
4569	gems	4
4570	accused	4
4571	owes	4
4572	stool	4
4573	pavement	4
4574	chuckle	4
4575	agreeable	4
4576	recalled	4
4577	partial	4
4578	jeff	4
4579	leaked	4
4580	overwhelmed	4
4581	blushed	4
4582	bonds	4
4583	jerk	4
4584	displaying	4
4585	peeped	4
4586	democrats	4
4587	rows	4
4588	rightful	4
4589	charts	4
4590	rejected	4
4591	devoured	4
4592	woggle	4
4593	briskly	4
4594	becomes	4
4595	principle	4
4596	dining-room	4
4597	whiteness	4
4598	visible	4
4599	ruins	4
4600	crude	4
4601	respectful	4
4602	justly	4
4603	spears	4
4604	gambling	4
4605	grunted	4
4606	cup	4
4607	butter	4
4608	add	4
4609	september	4
4610	outlines	4
4611	temporarily	4
4612	rightly	4
4613	quicker	4
4614	sharpened	4
4615	interview	4
4616	sighted	4
4617	sherrill	4
4618	sidewalk	4
4619	arbor	4
4620	lieutenants	4
4621	stalks	4
4622	fake	4
4623	phosphorescent	4
4624	sunshiny	4
4625	tolerate	4
4626	denounce	4
4627	daylight	4
4628	ache	4
4629	closing	4
4630	expressing	4
4631	streak	4
4632	cylinder	4
4633	captive	4
4634	habits	4
4635	imaginative	4
4636	wiser	4
4637	spruce	4
4638	vault	4
4639	bloom	4
4640	chagrined	4
4641	perceptible	4
4642	definitely	4
4643	circles	4
4644	glittering	4
4645	dreamer	4
4646	sack	4
4647	beheld	4
4648	lighting	4
4649	springing	4
4650	slightest	4
4651	marks	4
4652	assurance	4
4653	revealing	4
4654	simplicity	4
4655	puts	4
4656	boiling	4
4657	settling	4
4658	rocking	4
4659	xxii	4
4660	keeper	4
4661	fearing	4
4662	knock	4
4663	medium	4
4664	professed	4
4665	saddened	4
4666	robbers	4
4667	trap	4
4668	developed	4
4669	tumbling	4
4670	pretenses	4
4671	misjudge	4
4672	level	4
4673	cafe	4
4674	opponents	4
4675	smoked	4
4676	manifest	4
4677	traced	4
4678	workingman	4
4679	kelly-house	4
4680	penetrate	4
4681	games	4
4682	understands	4
4683	beans	4
4684	october	4
4685	xxi	4
4686	homesick	4
4687	doubtfully	4
4688	tax	4
4689	limit	4
4690	freer	4
4691	badge	4
4692	dog	4
4693	discomfort	4
4694	towered	4
4695	blazing	4
4696	foolishness	4
4697	cripple	4
4698	sissy	4
4699	realizing	4
4700	absent	4
4701	afforded	4
4702	delusion	4
4703	demagogue	4
4704	humbug	4
4705	reality	4
4706	sparkle	4
4707	instruct	4
4708	dainty	4
4709	jingling	4
4710	ships	4
4711	uncomfortably	4
4712	lonely	4
4713	silencing	4
4714	rob	4
4715	nikidik	4
4716	slept	4
4717	accomplishment	4
4718	aloof	4
4719	scenery	4
4720	wide-open	4
4721	complained	4
4722	fist	4
4723	advent	4
4724	publish	4
4725	specimen	4
4726	mockery	4
4727	headquarters	4
4728	witchcraft	4
4729	cheek	4
4730	sorely	4
4731	breeze	4
4732	purchased	4
4733	bluff	4
4734	supposing	4
4735	hearted	4
4736	impetuous	4
4737	livin	4
4738	eternal	4
4739	signature	4
4740	funds	4
4741	charges	4
4742	indicate	4
4743	revenge	4
4744	readily	4
4745	surprising	4
4746	create	4
4747	impressions	4
4748	nickel-plated	4
4749	thankful	4
4750	significantly	4
4751	destination	4
4752	tunes	4
4753	encountered	4
4754	t.	4
4755	hastening	4
4756	odors	4
4757	principles	4
4758	underneath	4
4759	bleecker	4
4760	cookies	4
4761	camp	4
4762	protests	4
4763	reappeared	4
4764	speaks	4
4765	solve	4
4766	engage	4
4767	blushing	4
4768	separated	4
4769	elegant	4
4770	coin	4
4771	praise	4
4772	dreamy	4
4773	wires	4
4774	justify	4
4775	apologetically	4
4776	headache	4
4777	defiance	4
4778	h	4
4779	armed	4
4780	xi	4
4781	angel-mother	4
4782	seeds	4
4783	wherein	4
4784	honorable	4
4785	henchman	4
4786	pantry	4
4787	slippers	4
4788	slipping	4
4789	stocking	4
4790	generously	4
4791	cautiously	4
4792	blessing	4
4793	unnecessary	4
4794	intellect	4
4795	treasury	4
4796	babbling	4
4797	insults	4
4798	treasures	4
4799	virtue	4
4800	occupying	4
4801	sill	4
4802	blows	4
4803	xii	4
4804	bumped	4
4805	falls	4
4806	lined	4
4807	guaranteeing	4
4808	forests	4
4809	finds	4
4810	sunk	4
4811	strolling	4
4812	awakening	4
4813	companies	4
4814	xiii	4
4815	xiv	4
4816	commanding	4
4817	ungrateful	4
4818	oil	4
4819	arabs	4
4820	nerve	4
4821	intimate	4
4822	backed	4
4823	skirts	4
4824	trills	4
4825	glaspells	4
4826	hideous	4
4827	shorter	4
4828	bounds	4
4829	code	4
4830	proving	4
4831	captains	4
4832	liver	4
4833	smilingly	4
4834	torches	4
4835	america	4
4836	uniforms	4
4837	pert	4
4838	nomination	4
4839	dandy	4
4840	locating	4
4841	gosh	4
4842	fore	4
4843	sneering	4
4844	xxiii	4
4845	temptation	4
4846	tremulously	4
4847	ejaculation	4
4848	conveyed	4
4849	xix	4
4850	independence	4
4851	sinking	4
4852	celebrated	4
4853	xxiv	4
4854	referred	4
4855	threshold	4
4856	disguised	4
4857	strongest	4
4858	gratitude	4
4859	averted	4
4860	contrived	4
4861	xvi	4
4862	meddle	4
4863	stomach	4
4864	manly	4
4865	obstacles	4
4866	radical	4
4867	bout	4
4868	spied	4
4869	causes	4
4870	scandals	4
4871	largely	4
4872	xvii	4
4873	sentences	4
4874	circus	4
4875	twinkling	4
4876	baum	4
4877	amateurs	4
4878	copper	4
4879	refinement	4
4880	fastening	4
4881	l.	4
4882	xviii	4
4883	hullo	4
4884	aspirations	4
4885	bending	4
4886	hesitating	4
4887	richer	4
4888	villains	4
4889	removing	4
4890	dwarf	4
4891	mended	4
4892	bade	4
4893	moreover	4
4894	pupils	4
4895	peering	4
4896	conception	4
4897	ev'ry	4
4898	regions	4
4899	philosophy	4
4900	invitation	4
4901	longed	4
4902	moderate	4
4903	plutocrats	4
4904	bribe	4
4905	notify	4
4906	grouped	4
4907	hello	4
4908	issue	4
4909	ambled	4
4910	spending	4
4911	pausing	4
4912	accepting	4
4913	highly-magnified	4
4914	motive	4
4915	suspiciously	4
4916	scenes	4
4917	fifteenth	4
4918	notorious	4
4919	dixon	4
4920	dreary	4
4921	rail	4
4922	piteous	4
4923	bred	4
4924	culture	4
4925	hoarsely	4
4926	outstretched	4
4927	snedecker	4
4928	bath	4
4929	uttering	4
4930	tore	4
4931	acquired	4
4932	strained	4
4933	playin	4
4934	dodger	4
